Time (ms),VDD_ARM voltage (V),VDD_ARM current (mA),VDD_ARM power (mW),NVCC_DRAM_1V1 voltage (V),NVCC_DRAM_1V1 current (mA),NVCC_DRAM_1V1 power (mW),VSYS_5V voltage (V),VSYS_5V current (mA),VSYS_5V power (mW),VDD_SOC voltage (V),VDD_SOC current (mA),VDD_SOC power (mW),LPD4_VDDQ voltage (V),LPD4_VDDQ current (mA),LPD4_VDDQ power (mW),LPD4_VDD2 voltage (V),LPD4_VDD2 current (mA),LPD4_VDD2 power (mW),NVCC_SD2 voltage (V),NVCC_SD2 current (mA),NVCC_SD2 power (mW),VDD_LVDS_1V8 voltage (V),VDD_LVDS_1V8 current (mA),VDD_LVDS_1V8 power (mW),VDD_HDMI_1V8 voltage (V),VDD_HDMI_1V8 current (mA),VDD_HDMI_1V8 power (mW),NVCC_SNVS_1V8 voltage (V),NVCC_SNVS_1V8 current (mA),NVCC_SNVS_1V8 power (mW),VDD_EARC_1V8 voltage (V),VDD_EARC_1V8 current (mA),VDD_EARC_1V8 power (mW),VDD_USB_1V8 voltage (V),VDD_USB_1V8 current (mA),VDD_USB_1V8 power (mW),VDD_PCI_1V8 voltage (V),VDD_PCI_1V8 current (mA),VDD_PCI_1V8 power (mW),VDD_MIPI_1V8 voltage (V),VDD_MIPI_1V8 current (mA),VDD_MIPI_1V8 power (mW),VDD_PLL_ANA_1V8 voltage (V),VDD_PLL_ANA_1V8 current (mA),VDD_PLL_ANA_1V8 power (mW),NVCC_SD1 voltage (V),NVCC_SD1 current (mA),NVCC_SD1 power (mW),LPD4_VDD1 voltage (V),LPD4_VDD1 current (mA),LPD4_VDD1 power (mW),CPU_VDD_1V8 voltage (V),CPU_VDD_1V8 current (mA),CPU_VDD_1V8 power (mW),BB_VDD_1V8 voltage (V),BB_VDD_1V8 current (mA),BB_VDD_1V8 power (mW),VDD_PLL_ANA_0V8 voltage (V),VDD_PLL_ANA_0V8 current (mA),VDD_PLL_ANA_0V8 power (mW),VDD_PCI_0V8 voltage (V),VDD_PCI_0V8 current (mA),VDD_PCI_0V8 power (mW),VDD_MIPI_0V8 voltage (V),VDD_MIPI_0V8 current (mA),VDD_MIPI_0V8 power (mW),VDD_HDMI_0V8 voltage (V),VDD_HDMI_0V8 current (mA),VDD_HDMI_0V8 power (mW),VDD_USB_3V3 voltage (V),VDD_USB_3V3 current (mA),VDD_USB_3V3 power (mW),VDD_USB_0V8 voltage (V),VDD_USB_0V8 current (mA),VDD_USB_0V8 power (mW),VDD_SD1_3V3 voltage (V),VDD_SD1_3V3 current (mA),VDD_SD1_3V3 power (mW),BB_VDD_3V3 voltage (V),BB_VDD_3V3 current (mA),BB_VDD_3V3 power (mW)
91.9375,0.9482,132.0000,125.1875,1.0938,61.4688,67.2500,5.2148,507.5000,2646.0000,0.9438,851.0000,803.0000,1.1006,27.8906,30.7031,1.1006,33.6875,37.0625,1.7871,0.0763,0.1364,1.8018,0.0153,0.0275,1.8018,0.0046,0.0082,1.8027,0.2393,0.4314,1.8027,0.0275,0.0495,1.7939,0.3433,0.6157,1.8008,-0.0183,-0.0330,1.7969,0.1144,0.2057,1.8037,3.5059,6.3242,1.8018,-0.7021,-1.2646,1.8027,0.8022,1.4463,1.8047,-0.2136,-0.3855,1.8057,10.9844,19.8281,0.9478,3.5918,3.4043,0.9482,9.1719,8.6953,0.9487,0.4700,0.4458,0.9502,1.4219,1.3506,3.3027,3.4551,11.4141,0.9453,2.7539,2.6035,3.3047,2.9180,9.6406,3.3027,317.5000,1049.0000
92.0000,0.9531,38.3125,36.5312,1.1045,67.1250,74.1250,5.2070,492.0000,2562.0000,0.9414,851.5000,801.5000,1.0957,-7.3242,-8.0234,1.0996,32.4062,35.6250,1.7861,0.1038,0.1853,1.7979,0.0061,0.0110,1.7930,-0.0259,-0.0465,1.8008,0.2419,0.4358,1.7959,0.0122,0.0219,1.7979,0.3267,0.5874,1.7979,-0.0061,-0.0110,1.7939,0.0885,0.1588,1.7969,3.4492,6.1992,1.7988,-0.4578,-0.8232,1.8018,0.9971,1.7969,1.8066,-6.0430,-10.9141,1.8047,21.6094,39.0000,0.9521,3.4453,3.2812,0.9468,8.1094,7.6797,0.9502,0.5615,0.5337,0.9512,1.4004,1.3320,3.3086,4.3008,14.2266,0.9487,2.6621,2.5254,3.3027,-0.3296,-1.0889,3.3047,326.7500,1080.0000
92.0625,0.9497,145.1250,137.8750,1.0977,62.8750,69.0000,5.2109,466.5000,2430.0000,0.9380,865.5000,812.0000,1.1064,-14.7734,-16.3438,1.1035,22.4688,24.7969,1.7881,0.0702,0.1255,1.7979,-0.0519,-0.0933,1.7959,-0.0763,-0.1370,1.7979,0.2634,0.4736,1.7939,-0.0046,-0.0082,1.7979,0.3267,0.5874,1.8037,0.1099,0.1981,1.8018,0.0977,0.1759,1.7988,3.5391,6.3672,1.7998,-1.0371,-1.8662,1.8018,1.0410,1.8760,1.8008,0.1221,0.2198,1.7969,12.7578,22.9219,0.9512,3.0977,2.9473,0.9541,9.4609,9.0234,0.9541,0.7598,0.7251,0.9517,0.9248,0.8799,3.3086,4.1055,13.5859,0.9497,2.5625,2.4336,3.3086,3.1250,10.3359,3.3066,322.5000,1066.0000
92.1875,0.9507,25.7812,24.5156,1.1025,69.0000,76.0625,5.2109,487.0000,2538.0000,0.9390,847.0000,795.5000,1.1045,4.5781,5.0547,1.1055,55.2500,61.0625,1.7930,0.1160,0.2079,1.7969,0.0092,0.0164,1.7969,0.0381,0.0685,1.7959,0.2374,0.4265,1.7939,0.0015,0.0027,1.7939,0.3267,0.5859,1.7998,0.0336,0.0604,1.7939,0.0793,0.1423,1.7939,3.4297,6.1523,1.7998,-1.6172,-2.9102,1.8008,1.4805,2.6660,1.8018,-1.0371,-1.8682,1.8037,89.6875,161.7500,0.9458,3.3574,3.1758,0.9453,8.2500,7.7969,0.9463,0.4700,0.4448,0.9473,1.2998,1.2314,3.3008,4.6133,15.2266,0.9463,2.4727,2.3398,3.3047,3.2109,10.6094,3.2988,288.7500,952.5000
92.2500,0.9521,87.7500,83.5625,1.1045,69.0000,76.1875,5.2148,445.7500,2324.0000,0.9404,848.0000,797.5000,1.1025,-3.7227,-4.1055,1.1064,0.4883,0.5400,1.7920,0.1282,0.2297,1.8008,0.0702,0.1263,1.7979,-0.0397,-0.0714,1.8008,0.2664,0.4797,1.7969,0.0107,0.0192,1.7988,0.3250,0.5845,1.7969,0.0000,0.0000,1.7998,0.0946,0.1703,1.7949,3.5430,6.3594,1.7949,-2.1973,-3.9434,1.7959,1.7744,3.1875,1.7949,-3.0215,-5.4219,1.7988,12.0859,21.7344,0.9497,3.3438,3.1758,0.9536,9.5078,9.0703,0.9517,0.4731,0.4502,0.9521,1.3125,1.2500,3.3047,3.8730,12.7969,0.9526,2.7461,2.6152,3.3105,0.8179,2.7070,3.3066,296.2500,979.5000
92.3125,0.9492,147.3750,139.8750,1.0996,60.3750,66.3750,5.2109,454.7500,2370.0000,0.9468,852.0000,806.5000,1.1035,-8.1797,-9.0234,1.0947,-7.8125,-8.5547,1.7861,0.0366,0.0654,1.8018,-0.0061,-0.0110,1.8027,0.0153,0.0275,1.8027,0.2695,0.4858,1.7998,0.0076,0.0137,1.7979,0.3098,0.5571,1.7998,0.0183,0.0330,1.7969,0.0870,0.1562,1.8008,3.5840,6.4531,1.7998,-2.0449,-3.6797,1.7988,0.6567,1.1816,1.8018,-0.6714,-1.2100,1.7969,12.1484,21.8281,0.9497,3.2344,3.0723,0.9556,9.5547,9.1328,0.9497,0.6377,0.6055,0.9521,1.1875,1.1309,3.3047,4.2500,14.0469,0.9434,2.3652,2.2305,3.3027,-0.0854,-0.2822,3.3047,326.2500,1078.0000
92.3750,0.9468,34.6250,32.7812,1.0996,81.1250,89.1875,5.2109,469.2500,2446.0000,0.9419,845.5000,796.5000,1.1006,-6.2852,-6.9180,1.1035,38.7500,42.7500,1.7891,0.0824,0.1475,1.7988,-0.0092,-0.0165,1.7959,0.0229,0.0411,1.8037,0.2676,0.4827,1.7979,-0.0031,-0.0055,1.7939,0.3311,0.5938,1.7979,-0.0244,-0.0439,1.7959,0.0916,0.1644,1.7949,3.4688,6.2266,1.8027,-1.0068,-1.8154,1.7939,0.8096,1.4521,1.8027,-3.4180,-6.1602,1.7979,10.7422,19.3125,0.9463,3.4707,3.2852,0.9438,8.8984,8.3984,0.9438,0.7510,0.7090,0.9443,1.1660,1.1016,3.3008,4.5625,15.0625,0.9419,2.3652,2.2285,3.3047,2.5996,8.5938,3.3047,288.2500,952.5000
92.4375,0.9502,185.8750,176.6250,1.0996,58.9062,64.7500,5.2109,476.7500,2484.0000,0.9399,837.5000,787.0000,1.1055,8.9688,9.9141,1.1035,-9.0312,-9.9688,1.7969,0.0214,0.0384,1.7998,-0.0031,-0.0055,1.7949,0.0229,0.0411,1.7998,0.2524,0.4543,1.7949,0.0137,0.0246,1.7969,0.3691,0.6631,1.7949,0.0641,0.1151,1.7988,0.0870,0.1565,1.7949,3.5703,6.4102,1.7979,-0.5186,-0.9321,1.7939,0.8330,1.4941,1.7988,0.0305,0.0549,1.8027,60.9062,109.8125,0.9458,3.4492,3.2617,0.9453,8.7578,8.2812,0.9517,0.6348,0.6040,0.9487,1.1260,1.0684,3.3066,4.5234,14.9609,0.9438,1.8770,1.7715,3.3027,2.5996,8.5859,3.3008,295.0000,973.5000
92.5625,0.9507,167.5000,159.2500,1.0986,74.9375,82.3125,5.2109,467.7500,2438.0000,0.9390,842.5000,791.0000,1.1016,-0.4883,-0.5381,1.1025,-2.6855,-2.9609,1.7900,0.0854,0.1530,1.7959,0.0183,0.0329,1.7959,0.0275,0.0493,1.7998,0.2744,0.4939,1.7988,0.0046,0.0082,1.7959,0.3267,0.5864,1.7910,-0.0061,-0.0109,1.7988,0.0717,0.1290,1.7979,3.5156,6.3203,1.8018,19.6250,35.3750,1.8018,1.7188,3.0977,1.7969,0.2136,0.3838,1.8018,26.6094,47.9375,0.9463,3.1738,3.0039,0.9458,9.0312,8.5391,0.9468,0.6807,0.6445,0.9478,0.9307,0.8818,3.3047,3.3809,11.1719,0.9473,2.1523,2.0391,3.3027,2.0879,6.8945,3.3047,299.7500,990.5000
92.6250,0.9473,112.6250,106.6875,1.1016,57.8125,63.6875,5.2109,441.2500,2300.0000,0.9409,836.5000,787.0000,1.1064,10.9219,12.0859,1.1016,10.8672,11.9688,1.7881,0.1740,0.3110,1.7998,-0.0061,-0.0110,1.7979,-0.0153,-0.0274,1.7998,0.2881,0.5186,1.7998,0.0015,0.0027,1.7949,0.3159,0.5669,1.7959,-0.0031,-0.0055,1.7998,0.0793,0.1428,1.7930,3.4941,6.2656,1.8018,-0.1526,-0.2749,1.7949,1.0996,1.9736,1.7969,-0.0916,-0.1646,1.7969,13.1875,23.7031,0.9443,3.1641,2.9883,0.9453,9.4219,8.9062,0.9448,0.3479,0.3286,0.9443,1.1416,1.0781,3.3027,4.4766,14.7812,0.9438,2.8223,2.6641,3.3027,-3.0762,-10.1562,3.3027,306.2500,1011.5000
92.6875,0.9531,115.9375,110.5000,1.1006,57.9688,63.8125,5.2031,499.0000,2596.0000,0.9341,863.5000,806.5000,1.0977,-5.9805,-6.5664,1.0977,-6.6523,-7.3008,1.7861,0.1007,0.1799,1.7979,0.0183,0.0329,1.7988,-0.0092,-0.0165,1.7988,0.2493,0.4485,1.7969,0.0153,0.0274,1.7959,0.3174,0.5698,1.7959,-0.0305,-0.0548,1.7949,0.0916,0.1643,1.7949,3.4688,6.2266,1.7979,-0.3662,-0.6582,1.7998,0.9004,1.6201,1.7988,0.1526,0.2744,1.8008,22.3438,40.2500,0.9438,3.0176,2.8477,0.9492,9.5156,9.0312,0.9448,0.4546,0.4294,0.9443,0.9766,0.9224,3.2988,3.4219,11.2891,0.9492,2.7461,2.6074,3.3047,1.0859,3.5879,3.2988,291.5000,961.5000
92.7500,0.9482,138.8750,131.6250,1.0967,60.4375,66.2500,5.2109,496.5000,2588.0000,0.9390,846.5000,795.0000,1.0986,-9.3984,-10.3281,1.0967,2.3203,2.5449,1.7871,0.0977,0.1746,1.7988,0.0275,0.0494,1.7988,0.0290,0.0522,1.7979,0.2537,0.4561,1.7949,0.0168,0.0301,1.7959,0.3220,0.5781,1.7979,-0.0183,-0.0329,1.7969,0.0854,0.1536,1.7959,3.4844,6.2578,1.7969,-4.9727,-8.9375,1.7998,1.4854,2.6738,1.7979,-0.1526,-0.2744,1.7959,12.2031,21.9219,0.9463,3.5527,3.3613,0.9443,9.0000,8.5000,0.9463,0.6533,0.6182,0.9443,1.3516,1.2764,3.3066,4.7305,15.6406,0.9434,4.8047,4.5312,3.3066,0.2075,0.6860,3.3066,322.7500,1067.0000
92.8125,0.9531,123.7500,117.9375,1.1025,60.5000,66.6875,5.2148,460.7500,2402.0000,0.9453,847.0000,800.5000,1.0977,-15.0781,-16.5469,1.1035,49.3750,54.5000,1.7871,0.1068,0.1909,1.7998,0.0336,0.0604,1.7979,-0.0153,-0.0274,1.7959,0.2764,0.4963,1.7949,-0.0107,-0.0192,1.7979,0.3235,0.5815,1.7939,-0.0397,-0.0712,1.7969,0.0931,0.1672,1.7939,3.5156,6.3086,1.7979,0.0610,0.1097,1.7998,0.8477,1.5254,1.8027,20.3281,36.6562,1.8037,12.0859,21.7969,0.9526,3.5254,3.3594,0.9561,8.7578,8.3750,0.9521,0.6865,0.6538,0.9526,1.4131,1.3457,3.3008,3.5254,11.6328,0.9409,2.4180,2.2754,3.2988,1.3428,4.4297,3.3008,328.0000,1083.0000
92.8750,0.9517,142.5000,135.6250,1.1025,58.3438,64.3125,5.2148,491.7500,2564.0000,0.9443,844.5000,797.5000,1.1055,-7.8125,-8.6328,1.1016,-2.1973,-2.4199,1.7930,0.0671,0.1204,1.7988,0.0153,0.0275,1.7979,0.0000,0.0000,1.7988,0.2917,0.5249,1.7959,-0.0061,-0.0110,1.7949,0.3281,0.5889,1.7939,0.0122,0.0219,1.7939,0.1038,0.1862,1.7959,3.5234,6.3281,1.7988,-0.8545,-1.5371,1.8027,1.4619,2.6348,1.8027,-0.3967,-0.7153,1.8027,44.3125,79.8750,0.9526,3.5312,3.3633,0.9526,9.2969,8.8594,0.9492,0.5674,0.5386,0.9531,1.3730,1.3086,3.3008,3.5430,11.6953,0.9453,2.6172,2.4746,3.3027,-0.5737,-1.8945,3.2988,289.0000,953.5000
93.0000,0.9453,148.8750,140.7500,1.0938,58.2188,63.6875,5.2070,452.5000,2356.0000,0.9409,880.5000,828.5000,1.1104,-0.8545,-0.9487,1.1064,-1.5869,-1.7559,1.7930,0.0916,0.1642,1.7979,-0.0610,-0.1097,1.7988,0.0031,0.0055,1.7988,0.2720,0.4893,1.7979,0.0015,0.0027,1.7988,0.3220,0.5791,1.7949,-0.0763,-0.1370,1.7969,0.0626,0.1124,1.7949,3.4883,6.2617,1.8027,-0.5186,-0.9351,1.8018,1.9287,3.4746,1.8057,0.3052,0.5513,1.8008,10.9844,19.7812,0.9409,3.1562,2.9707,0.9419,9.5078,8.9531,0.9453,0.7021,0.6636,0.9424,1.0195,0.9609,3.3027,3.7500,12.3828,0.9409,2.0898,1.9668,3.3066,-2.0879,-6.9023,3.2988,322.7500,1065.0000
93.0625,0.9468,46.3750,43.9062,1.1006,61.5312,67.7500,5.2109,447.5000,2332.0000,0.9390,841.0000,789.5000,1.1035,14.2812,15.7578,1.1045,2.0742,2.2910,1.7852,0.0366,0.0654,1.7920,-0.0092,-0.0164,1.7969,-0.0412,-0.0740,1.7949,0.2423,0.4348,1.7949,-0.0092,-0.0164,1.7979,0.3342,0.6011,1.7988,0.0275,0.0494,1.7998,0.0916,0.1648,1.7969,3.4902,6.2734,1.7939,-1.5254,-2.7363,1.7998,1.1641,2.0957,1.7998,0.4272,0.7690,1.7998,13.3047,23.9531,0.9521,3.3594,3.1992,0.9541,8.7031,8.3047,0.9531,0.5557,0.5298,0.9487,1.3340,1.2656,3.3086,4.7539,15.7266,0.9453,2.2656,2.1426,3.3086,3.3438,11.0625,3.3047,291.0000,961.5000
93.1250,0.9448,74.1875,70.1250,1.0986,61.8438,67.9375,5.2148,494.5000,2578.0000,0.9399,844.0000,793.5000,1.1025,-6.5312,-7.1992,1.1064,1.5869,1.7559,1.7871,0.0885,0.1582,1.7979,-0.0183,-0.0329,1.7939,0.0092,0.0164,1.7930,0.2729,0.4895,1.7949,0.0061,0.0110,1.7979,0.3494,0.6279,1.7959,0.0244,0.0439,1.7959,0.0900,0.1616,1.7969,3.5234,6.3320,1.7979,-0.1221,-0.2195,1.7959,1.0684,1.9189,1.8027,-3.6934,-6.6562,1.7979,13.4922,24.2500,0.9458,3.1035,2.9355,0.9419,9.5625,9.0078,0.9473,0.3418,0.3237,0.9438,1.2510,1.1807,3.3047,3.9121,12.9297,0.9429,2.2207,2.0938,3.3027,2.4531,8.1016,3.2949,294.5000,970.5000
93.1875,0.9512,29.1406,27.7188,1.1016,70.5000,77.6875,5.2070,471.2500,2454.0000,0.9482,855.0000,810.5000,1.0977,-7.3867,-8.1094,1.0938,6.2266,6.8086,1.7852,0.1251,0.2234,1.7988,0.0153,0.0275,1.7998,0.0259,0.0467,1.7949,0.2563,0.4602,1.7949,0.0107,0.0192,1.7969,0.3311,0.5947,1.8018,-0.0275,-0.0495,1.7979,0.0885,0.1591,1.7988,3.5293,6.3477,1.8047,-5.3086,-9.5781,1.8018,1.7041,3.0703,1.7998,0.2747,0.4944,1.8008,11.5391,20.7812,0.9497,3.3027,3.1367,0.9497,9.2188,8.7578,0.9531,0.4854,0.4626,0.9517,1.4707,1.3994,3.3008,4.4219,14.5938,0.9443,2.4336,2.2988,3.2969,-0.5737,-1.8916,3.2969,306.2500,1009.5000
93.3125,0.9463,115.3750,109.1875,1.0977,60.5938,66.5000,5.2148,473.5000,2470.0000,0.9424,859.5000,810.0000,1.0996,-5.8594,-6.4414,1.1064,29.9062,33.0938,1.7939,0.0885,0.1588,1.7969,0.0244,0.0439,1.7979,0.0381,0.0686,1.7939,0.2754,0.4941,1.7939,-0.0046,-0.0082,1.7959,0.3203,0.5752,1.7920,0.0580,0.1039,1.7969,0.0839,0.1508,1.7949,3.4961,6.2734,1.7979,-0.4272,-0.7681,1.7979,1.3643,2.4531,1.7979,-0.1221,-0.2195,1.7979,13.7969,24.8125,0.9497,3.3809,3.2109,0.9492,9.0234,8.5625,0.9541,0.5068,0.4836,0.9536,1.1387,1.0859,3.3086,5.2539,17.3906,0.9453,3.3867,3.2012,3.3047,-2.0391,-6.7383,3.3047,319.5000,1056.0000
93.3750,0.9478,37.5312,35.5625,1.0986,58.4062,64.1875,5.2070,470.0000,2448.0000,0.9399,861.5000,810.0000,1.1006,-11.0469,-12.1562,1.1035,-9.4609,-10.4375,1.7891,0.0610,0.1092,1.7998,-0.0397,-0.0714,1.7959,-0.0259,-0.0466,1.7969,0.2407,0.4326,1.7998,0.0061,0.0110,1.7979,0.3372,0.6060,1.8008,0.0397,0.0715,1.7969,0.0885,0.1591,1.7969,3.5391,6.3594,1.8047,-2.7461,-4.9570,1.8008,1.0566,1.9023,1.8027,-0.4272,-0.7700,1.8018,13.4922,24.3125,0.9487,3.4551,3.2773,0.9517,9.2734,8.8281,0.9521,0.7109,0.6768,0.9507,1.4219,1.3516,3.3066,4.5000,14.8828,0.9521,2.6621,2.5352,3.3066,-1.6602,-5.4883,3.3086,314.2500,1040.0000
93.4375,0.9507,135.0000,128.3750,1.0986,74.3125,81.6250,5.2148,517.5000,2698.0000,0.9492,841.5000,799.0000,1.1045,-3.2969,-3.6406,1.0996,1.7090,1.8789,1.7930,0.0580,0.1039,1.8008,0.0122,0.0220,1.7979,-0.0015,-0.0027,1.7988,0.2725,0.4900,1.7969,-0.0061,-0.0110,1.7998,0.3235,0.5820,1.8018,0.0183,0.0330,1.7998,0.0931,0.1675,1.8008,3.5156,6.3320,1.8027,-0.7627,-1.3750,1.7988,0.9307,1.6738,1.8008,3.6309,6.5391,1.8037,13.0000,23.4531,0.9512,3.4941,3.3242,0.9478,8.4922,8.0469,0.9497,0.7964,0.7563,0.9473,0.9980,0.9453,3.3105,4.5000,14.8984,0.9473,1.8848,1.7852,3.3086,2.9414,9.7344,3.3047,314.5000,1039.0000
93.5000,0.9478,109.8750,104.1250,1.1016,61.5312,67.7500,5.2148,478.2500,2494.0000,0.9458,850.0000,804.0000,1.0977,8.7266,9.5781,1.0947,-4.6992,-5.1445,1.7842,0.1373,0.2450,1.7949,-0.0122,-0.0219,1.7959,-0.0031,-0.0055,1.7949,0.2517,0.4519,1.7988,-0.0092,-0.0165,1.7949,0.3601,0.6465,1.8018,0.0061,0.0110,1.7969,0.0809,0.1453,1.7988,3.5391,6.3672,1.8018,-1.6787,-3.0254,1.7939,0.9814,1.7607,1.7979,-0.1526,-0.2744,1.7998,10.2500,18.4531,0.9463,3.1953,3.0234,0.9458,8.7109,8.2422,0.9502,0.3999,0.3799,0.9453,1.3730,1.2979,3.3066,4.4102,14.5859,0.9473,2.7305,2.5859,3.3027,-2.2578,-7.4570,3.2988,313.5000,1034.0000
93.5625,0.9492,134.1250,127.3125,1.1016,64.9375,71.5625,5.2148,491.0000,2560.0000,0.9434,851.0000,803.0000,1.1055,-4.3945,-4.8594,1.1025,-1.8311,-2.0195,1.7930,0.0641,0.1149,1.7988,0.0427,0.0768,1.8018,0.0061,0.0110,1.8008,0.2493,0.4490,1.7979,0.0122,0.0219,1.7949,0.3267,0.5864,1.7959,-0.0122,-0.0219,1.7969,0.0656,0.1179,1.7969,3.4512,6.2031,1.7979,-0.6714,-1.2070,1.7959,1.2900,2.3164,1.8008,-0.4272,-0.7695,1.8008,10.9844,19.7812,0.9492,3.2402,3.0762,0.9546,8.6172,8.2266,0.9541,0.8452,0.8066,0.9507,1.2881,1.2246,3.3047,3.6504,12.0625,0.9448,2.1289,2.0117,3.3066,0.6348,2.0996,3.3066,299.0000,988.5000
93.6250,0.9487,67.0000,63.5625,1.1016,74.3125,81.8750,5.2109,493.2500,2570.0000,0.9390,841.5000,790.0000,1.0967,-6.3477,-6.9609,1.0986,64.2500,70.5625,1.7852,0.1221,0.2179,1.7930,0.0122,0.0219,1.7998,-0.0473,-0.0851,1.8008,0.2362,0.4253,1.7998,0.0198,0.0357,1.7988,0.3372,0.6064,1.7969,-0.0092,-0.0164,1.7969,0.0992,0.1782,1.7910,3.5293,6.3203,1.8008,-0.7021,-1.2646,1.7988,1.0654,1.9170,1.8008,-0.2136,-0.3848,1.8018,12.0859,21.7812,0.9482,3.3359,3.1641,0.9556,9.1406,8.7344,0.9507,0.4883,0.4641,0.9521,1.1562,1.1006,3.3086,4.1016,13.5703,0.9468,1.9990,1.8926,3.3008,0.3540,1.1689,3.3008,294.7500,973.0000
93.7500,0.9473,63.4688,60.1250,1.0957,65.8125,72.1250,5.2148,487.2500,2540.0000,0.9453,856.5000,809.5000,1.1016,-8.1797,-9.0078,1.1035,-3.7852,-4.1758,1.7900,0.0702,0.1256,1.7959,0.0519,0.0932,1.7998,0.0290,0.0522,1.7979,0.2771,0.4983,1.7988,0.0137,0.0247,1.7949,0.3494,0.6270,1.7949,0.0153,0.0274,1.7920,0.0977,0.1750,1.7920,3.5000,6.2734,1.8018,-0.9155,-1.6494,1.8037,1.0752,1.9395,1.7988,-0.3967,-0.7139,1.8008,12.6328,22.7500,0.9502,3.1582,3.0000,0.9453,9.3516,8.8438,0.9492,0.5708,0.5420,0.9482,0.9824,0.9316,3.3027,4.7539,15.7031,0.9453,2.5488,2.4102,3.3027,0.8545,2.8223,3.3047,318.2500,1052.0000
93.8125,0.9521,203.2500,193.5000,1.1016,60.6562,66.8125,5.2109,451.2500,2352.0000,0.9395,837.0000,786.5000,1.1025,-9.3984,-10.3594,1.1055,21.9062,24.2188,1.7910,0.1251,0.2241,1.8018,0.0244,0.0440,1.8008,0.0061,0.0110,1.8008,0.2490,0.4485,1.8027,0.0214,0.0385,1.8008,0.3145,0.5664,1.8008,-0.0092,-0.0165,1.7988,0.0427,0.0768,1.7988,3.5430,6.3750,1.8018,-0.4883,-0.8799,1.8008,2.4785,4.4648,1.7979,0.0916,0.1646,1.8008,13.4297,24.1875,0.9526,3.3477,3.1895,0.9507,9.0312,8.5859,0.9521,0.7109,0.6768,0.9507,1.0713,1.0186,3.3027,4.3594,14.3984,0.9399,2.3203,2.1816,3.3008,-3.0879,-10.1953,3.2988,310.0000,1022.5000
93.8750,0.9531,159.6250,152.1250,1.1006,58.9062,64.8125,5.2188,458.7500,2394.0000,0.9453,855.0000,808.0000,1.1074,7.8750,8.7188,1.1045,23.5625,26.0312,1.7920,0.0763,0.1367,1.7979,-0.0031,-0.0055,1.7979,0.0046,0.0082,1.8018,0.2319,0.4180,1.7988,-0.0168,-0.0302,1.7998,0.3357,0.6040,1.8027,0.0275,0.0495,1.8027,0.1129,0.2036,1.7979,3.5625,6.4062,1.8076,9.8594,17.8281,1.8008,1.3975,2.5156,1.8047,-0.6714,-1.2119,1.8066,15.8047,28.5469,0.9497,3.3652,3.1953,0.9502,8.8359,8.3984,0.9492,0.3813,0.3621,0.9463,1.1904,1.1270,3.3027,3.4297,11.3281,0.9497,2.3262,2.2090,3.3027,2.9297,9.6797,3.3027,306.0000,1010.5000
93.9375,0.9482,54.9375,52.0938,1.0967,77.3125,84.8125,5.2070,451.7500,2352.0000,0.9395,854.5000,803.0000,1.0986,-8.4844,-9.3203,1.1025,-2.0742,-2.2871,1.7900,0.0153,0.0273,1.7979,0.0092,0.0165,1.8008,-0.0061,-0.0110,1.7969,0.2634,0.4734,1.7988,0.0107,0.0192,1.7939,0.3389,0.6079,1.7939,-0.0092,-0.0164,1.7939,0.0931,0.1670,1.7949,3.5156,6.3086,1.8008,-0.8848,-1.5938,1.8027,1.5459,2.7871,1.8018,0.1526,0.2749,1.8008,12.9375,23.2969,0.9473,3.4141,3.2344,0.9453,9.0703,8.5781,0.9482,0.3845,0.3645,0.9419,1.0625,1.0010,3.3027,4.5703,15.0938,0.9453,2.0820,1.9678,3.3027,3.3438,11.0469,3.3066,323.2500,1069.0000
94.0625,0.9468,173.1250,163.8750,1.1016,83.8125,92.3125,5.2109,547.0000,2850.0000,0.9409,854.5000,804.0000,1.1006,-8.4844,-9.3359,1.1045,-7.5703,-8.3594,1.7920,0.1465,0.2625,1.7988,-0.0122,-0.0220,1.7979,-0.0046,-0.0082,1.7988,0.2881,0.5181,1.7979,-0.0061,-0.0110,1.7939,0.3267,0.5859,1.7949,0.0519,0.0931,1.7949,0.0900,0.1616,1.7969,3.5215,6.3281,1.7939,-0.2747,-0.4927,1.8018,1.2402,2.2344,1.8027,0.0305,0.0550,1.7998,10.6797,19.2188,0.9570,3.3301,3.1875,0.9546,9.6484,9.2109,0.9556,0.5312,0.5078,0.9575,1.4707,1.4082,3.3066,4.2422,14.0312,0.9458,2.3262,2.1992,3.3066,-1.5254,-5.0430,3.3047,326.7500,1080.0000
94.1250,0.9512,77.8125,74.0000,1.0996,75.0625,82.5625,5.2148,445.0000,2320.0000,0.9478,854.5000,810.0000,1.1045,-7.3867,-8.1562,1.0996,-9.0312,-9.9297,1.7881,0.1221,0.2183,1.7939,0.0183,0.0328,1.7979,-0.0275,-0.0494,1.7969,0.2812,0.5054,1.7998,0.0183,0.0330,1.7969,0.3540,0.6362,1.7959,0.0061,0.0110,1.7969,0.1007,0.1809,1.7998,3.4844,6.2695,1.7959,-0.5493,-0.9863,1.7959,0.9404,1.6885,1.7979,-0.5801,-1.0430,1.7988,11.1719,20.0938,0.9482,3.2188,3.0527,0.9536,9.1250,8.7031,0.9517,0.6685,0.6362,0.9507,1.0371,0.9858,3.3066,4.3984,14.5469,0.9473,3.1133,2.9492,3.3066,0.4028,1.3320,3.3047,326.7500,1080.0000
